Building_ID,Building_Type,Governorate,Neighborhood,Day_of_Week,Occupancy_Level,Appliances_Usage_Level,SquareFootage,Last_Maintenance_Date,Average_Temperature,Energy_Consumption
BLD-1904-DL,Residential,,!New Cairo99,TuEsday,Low,Medium,26059m2,2021-06-13,30.55,3249.48 kWh
BLD-1905-RL,Residential,Cairo,Heliopolis$29,THursday,High,High,5306,2020-09-15,29.77,3229.31 kWh
BLD-1906-DY,,Giza,%Mohandessin9,SaTurday,Low,Low,15652m2,2022-03-01,24.56,3408.98 kWh
BLD-1907-IS,,,+84Smouha,TuesDay,High,Medium,37880m2,2021-04-05,41.66,4640.37 kWh
BLD-1908-HZ,Commercial,Cairo,&19New Cairo,Tuesday,High,Medium,25553m2,2021-06-20,41.17,4635.4 kWh
BLD-1909-NR,Commercial,Alexandria,=Smouha87,FriDay,Low,Medium,45741m2,2021-04-03,50.0,5063.9 kWh
BLD-1910-YT,Residential,Alexandria,(86Gleem,SaturDay,Low,Low,35701,2020-07-04,30.88,3665.55 kWh
BLD-1911-TV,,Cairo,(33New Cairo,WednesDay,Medium,Low,26789m2,2024-04-27,31.98,3459.45 kWh
BLD-1912-UR,Residential,Alexandria,%Smouha25,SunDay,Medium,High,34749m2,2021-06-21,38.0,4410.42 kWh
BLD-1913-AT,Industrial,,Smouha$48,tuesday,Low,High,8570,2021-11-07,40.41,3833.81 kWh
BLD-1914-VW,Industrial,Giza,Mohandessin,monDAY,Medium,Medium,31773m2,2024-09-30,40.03,4988.57 kWh
BLD-1915-IA,Residential,,%7Dokki,SuNday,High,High,32654,2024-06-13,39.85,4687.39 kWh
BLD-1916-FI,Industrial,Alexandria,(29Gleem,saturDAY,High,Medium,48417m2,2024-12-31,50.0,6146.35 kWh
BLD-1917-WY,Residential,Giza,)70Dokki,FRIDAY,Low,High,44960m2,2021-12-09,,4449.66 kWh
BLD-1918-JK,Residential,Cairo,Heliopolis,TuEsday,Medium,High,14047m2,2023-09-22,29.39,3525.66 kWh
BLD-1919-LA,Residential,,Smouha,Monday,Medium,High,26712,2021-12-12,36.6,4224.59 kWh
BLD-1920-FE,Commercial,,)97New Cairo,wednesday,High,High,11872m2,2023-07-16,38.55,3900.25 kWh
BLD-1921-SV,Industrial,,Mohandessin+1,SATURDAY,High,Low,11622,2022-10-22,29.5,3965.05 kWh
BLD-1922-MC,Residential,,&20Maadi,saturDAY,High,High,9577,2023-11-19,33.53,3773.61 kWh
BLD-1923-EX,Industrial,,Smouha,MoNday,Medium,High,838m2,2020-01-01,29.42,3715.45 kWh
BLD-1924-UA,Commercial,Cairo,Heliopolis%41,friDAY,High,Low,10016,2020-09-19,36.23,3437.74 kWh
BLD-1925-CX,Residential,Alexandria,Gleem,TUESDAY,Medium,Medium,13487,2020-04-25,21.92,3101.02 kWh
BLD-1926-QG,Residential,Alexandria,Gleem#40,WeDnesday,Low,Low,15399m2,2020-01-01,,2478.55 kWh
BLD-1927-MN,,Alexandria,+Smouha21,SATURDAY,Medium,Low,16978m2,2022-06-29,33.23,3546.62 kWh
BLD-1928-OK,Commercial,Giza,_Mohandessin7,friday,Low,Low,11746,2020-01-01,34.47,2883.5 kWh
BLD-1929-FL,Residential,Giza,-83Dokki,wednesday,Low,Low,32913m2,2021-01-10,30.93,3496.82 kWh
BLD-1930-JX,Industrial,Giza,_12Mohandessin,Sunday,Medium,High,49582,2024-06-30,45.38,6188.4 kWh
BLD-1931-KY,Industrial,Alexandria,Gleem*16,FriDay,High,Low,48802,2024-12-31,50.0,5948.34 kWh
BLD-1932-ST,Commercial,Alexandria,Gleem,SuNday,Medium,Medium,42152,2022-12-13,33.14,4859.08 kWh
BLD-1933-CB,,Cairo,New Cairo,SaTurday,Low,Medium,31980m2,2022-06-19,25.23,4126.84 kWh
BLD-1934-EF,Industrial,,*20Smouha,sunDAY,High,Medium,22304m2,2024-03-15,41.75,4878.26 kWh
BLD-1935-YT,Residential,Alexandria,Gleem,SunDay,Medium,Low,49958m2,2022-12-20,34.22,4346.16 kWh
BLD-1936-BV,,,%2Gleem,sunDAY,Low,Low,5353,2020-01-01,21.49,2667.44 kWh
BLD-1937-CI,Industrial,Alexandria,Smouha,SunDay,Medium,High,44913,2024-12-31,50.0,6130.17 kWh
BLD-1938-OV,,Cairo,New Cairo&58,SATURDAY,High,High,27157m2,2023-10-15,39.66,4682.44 kWh
BLD-1939-NP,Commercial,Giza,Mohandessin,THURSDAY,High,Medium,15860m2,2022-11-12,33.98,4351.81 kWh
BLD-1940-TO,Industrial,Cairo,Maadi_44,SunDay,Medium,Low,9823,2023-07-02,24.38,3322.79 kWh
BLD-1941-NI,Residential,Giza,Mohandessin,Saturday,High,Medium,47324m2,2021-08-11,42.46,4678.75 kWh
BLD-1942-GY,Residential,Alexandria,*18Gleem,SUNDAY,High,Low,48785,2024-11-08,42.19,4796.83 kWh
BLD-1943-QD,Commercial,Cairo,Maadi^97,Sunday,Low,Medium,16063m2,2021-10-23,28.99,3208.59 kWh
BLD-1944-LN,Commercial,Giza,(Dokki16,TUESDAY,Medium,Medium,10593m2,2022-02-27,,3161.9 kWh
BLD-1945-DJ,Industrial,Alexandria,=Smouha67,FRIday,Medium,High,37511,2024-12-31,39.86,5669.86 kWh
BLD-1946-VV,Commercial,Giza,Dokki#73,sunday,Low,High,32696m2,2023-11-08,30.21,4443.15 kWh
BLD-1947-SP,Commercial,Giza,^29Dokki,thursday,High,Medium,25564,2024-12-31,36.19,4802.21 kWh
BLD-1948-QV,Residential,,(New Cairo0,SaTurday,High,Medium,36624,2024-12-31,-0.05,4518.97 kWh
BLD-1949-JB,Commercial,,Mohandessin%64,SunDay,Medium,Low,38284,2022-11-07,37.72,4370.44 kWh
BLD-1950-HM,Commercial,Giza,Mohandessin,thursDAY,Low,Low,28904,2022-12-09,29.69,3424.66 kWh
BLD-1951-TB,Commercial,Giza,=Dokki98,monday,Low,High,9700m2,2021-05-26,31.57,3297.91 kWh
BLD-1952-AG,,Cairo,&45Heliopolis,SATURDAY,Medium,High,26899m2,2021-08-17,34.76,4977.79 kWh
BLD-1953-JG,Industrial,Alexandria,Smouha,THURSDAY,Medium,Medium,1422m2,2021-04-04,37.47,3457.17 kWh
BLD-1954-YE,Commercial,,Gleem(78,sunday,High,High,39065m2,2023-08-10,43.67,5568.44 kWh
BLD-1955-YI,,Giza,Dokki,monday,High,Low,2328m2,2021-05-09,33.88,3114.61 kWh
BLD-1956-JK,Residential,Cairo,+51New Cairo,saturDAY,Medium,High,27484m2,2020-06-17,36.87,4160.27 kWh
BLD-1957-DA,Residential,Giza,Mohandessin,sunday,Medium,Low,20415m2,2022-05-29,29.06,2815.34 kWh
BLD-1958-PX,Commercial,Giza,Dokki,ThursDay,High,Low,33620m2,2022-03-18,41.53,4748.66 kWh
BLD-1959-NF,Industrial,Cairo,Heliopolis,tuesDAY,Low,High,18102,2024-10-09,,4207.14 kWh
BLD-1960-EM,Industrial,Giza,Dokki#89,SuNday,High,Medium,9708,2022-05-05,37.28,4008.78 kWh
BLD-1961-RW,Residential,Cairo,Maadi^90,SaTurday,Low,Low,16532,2022-12-25,31.69,2605.98 kWh
BLD-1962-HQ,,,Gleem,tuesday,High,Low,34516,2021-11-15,42.71,5209.3 kWh
BLD-1963-RV,Commercial,Giza,$16Dokki,THURSDAY,Medium,Medium,36237,2023-10-07,41.38,4622.54 kWh
BLD-1964-ZL,Residential,,)Dokki60,SaTurday,High,Low,31061m2,2022-06-20,,4274.73 kWh
BLD-1965-CM,Commercial,Cairo,New Cairo,sunday,High,Medium,20991m2,2022-11-07,42.68,4300.28 kWh
BLD-1966-XB,Commercial,Alexandria,)Smouha24,WednesDay,Low,High,21306,2020-05-31,30.61,3889.08 kWh
BLD-1967-NA,Commercial,Cairo,=Maadi65,FriDay,Low,High,3889m2,2022-08-20,36.97,3115.68 kWh
BLD-1968-OC,Residential,Alexandria,Smouha,SUNDAY,Low,Medium,11802,2020-01-01,27.15,2868.84 kWh
BLD-1969-KS,Residential,Giza,Mohandessin%29,thursDAY,Low,Low,7509,2020-01-20,20.0,2532.88 kWh
BLD-1970-NS,Commercial,Alexandria,%Gleem98,WEDNESDAY,High,Low,39350m2,2022-03-04,40.77,4946.38 kWh
BLD-1971-MW,Residential,Alexandria,=33Smouha,wednesday,Medium,High,44142m2,2024-12-31,37.36,4983 kWh
BLD-1972-UN,Commercial,Cairo,New Cairo^22,TUESDAY,High,Low,29759,2023-01-11,41.94,4616.56 kWh
BLD-1973-JD,Industrial,,$Maadi31,wednESDAY,High,Low,21927m2,2023-09-29,35.29,4628.8 kWh
BLD-1974-MA,Residential,Alexandria,-Smouha25,Saturday,Low,High,47564m2,2021-03-21,37.66,4860.8 kWh
BLD-1975-KF,Industrial,Cairo,&Heliopolis52,MONDAY,High,High,7145,2021-06-30,27.14,4211.11 kWh
BLD-1976-ZT,Residential,,Smouha%3,monDAY,Low,Low,17153,2022-10-24,22.07,2347.37 kWh
BLD-1977-OW,Commercial,Alexandria,)22Smouha,sunDAY,High,Low,12245m2,2023-12-28,20.0,3428.02 kWh
BLD-1978-LC,Industrial,Giza,&86Dokki,Sunday,Medium,Medium,42398m2,2023-06-28,35.55,5348.31 kWh
BLD-1979-ND,Commercial,Giza,_Dokki81,friDAY,Medium,Medium,8936,2020-06-08,33.05,3240.14 kWh
BLD-1980-HN,Commercial,,Maadi#6,saturDAY,Low,Low,21788,2020-11-09,33.98,3371.6 kWh
BLD-1981-SM,Commercial,Giza,Dokki,SuNday,Low,Low,20494m2,2020-01-01,31.95,3305.06 kWh
BLD-1982-QC,,,New Cairo*59,Saturday,High,High,20478m2,2024-04-29,,5040.46 kWh
BLD-1983-MJ,,Alexandria,Gleem,WEDNESDAY,Medium,High,2470m2,2022-03-06,28.79,3138.81 kWh
BLD-1984-XK,Residential,Giza,Mohandessin&74,Saturday,Medium,High,1045m2,2021-11-17,27.81,2948.69 kWh
BLD-1985-HK,Industrial,Cairo,+Maadi18,SATURDAY,High,Medium,29029m2,2024-12-31,36.94,5262.76 kWh
BLD-1986-YF,Commercial,Giza,Dokki#24,SuNday,Medium,Low,5099,2020-08-17,32.95,2683.73 kWh
BLD-1987-CQ,Commercial,,Dokki#18,thursDAY,Medium,Low,36908m2,2023-11-02,41.57,4531.32 kWh
BLD-1988-UD,Industrial,Giza,^32Mohandessin,SUNDAY,Medium,Low,30281m2,2024-12-31,37.13,4611.73 kWh
BLD-1989-QQ,Residential,,(Dokki79,FriDay,Medium,Medium,48775m2,2024-09-18,40.52,4979.87 kWh
BLD-1990-GY,Industrial,Giza,@Dokki76,Thursday,High,High,48337,2023-12-24,50.0,6458.51 kWh
BLD-1991-LL,Industrial,Alexandria,Gleem,Monday,High,Medium,34893m2,2024-10-16,35.26,5633.76 kWh
BLD-1992-XU,Commercial,Cairo,*75Maadi,saturday,Medium,Medium,5280m2,2020-01-01,27.78,3121.19 kWh
BLD-1993-EH,,,-Dokki45,saturDAY,Medium,Low,15828m2,2020-01-01,24.36,2883.63 kWh
BLD-1994-DE,Residential,Alexandria,!89Gleem,saturDAY,Medium,Low,26212,2023-03-25,24.04,3064.11 kWh
BLD-1995-IG,Residential,,#29Smouha,SuNday,High,High,14419,2020-09-14,30.97,3661.21 kWh
BLD-1996-FT,Industrial,Alexandria,Smouha#3,SUNDAY,Low,Medium,12194m2,2022-09-01,39.62,3546.34 kWh
BLD-1997-EY,,Giza,_Dokki88,monDAY,High,Medium,39562m2,2022-12-02,44.32,5147.21 kWh
BLD-1998-YU,Residential,Cairo,$12Heliopolis,SuNday,High,High,8348,2020-06-01,27.09,3244.98 kWh
BLD-1999-CF,Commercial,,)44Dokki,SaturDay,Medium,Low,15813m2,2021-05-24,33.34,3423.63 kWh
BLD-2000-YU,Residential,Alexandria,#47Smouha,MonDay,Low,Low,24563m2,2022-12-16,33.61,2865.57 kWh
BLD-2001-PO,Commercial,Alexandria,+18Smouha,SaturDay,Medium,Medium,27583m2,2023-03-24,40.25,4283.8 kWh
BLD-2002-YS,Commercial,Alexandria,_62Smouha,thursday,Low,High,45313m2,2021-03-15,41.21,5067.83 kWh
BLD-2003-YS,Residential,Cairo,-New Cairo25,Saturday,High,Low,41625,2022-12-19,35.29,4624.3 kWh
BLD-2004-OV,Residential,Alexandria,Smouha&74,FRIday,Medium,High,36720,2022-05-13,42.56,4820.59 kWh
BLD-2005-SU,,Alexandria,Smouha,TuEsday,Medium,Medium,31207,2021-10-11,42.46,5026.23 kWh
BLD-2006-UT,Residential,Cairo,New Cairo,SunDay,Low,High,39227,2024-12-15,40.87,4404.56 kWh
BLD-2007-KU,Residential,Giza,#89Dokki,wednESDAY,Low,Medium,7814m2,2020-11-02,27.26,2394.37 kWh
BLD-2008-KE,,Alexandria,Smouha(97,Sunday,Low,Low,20482m2,2024-05-09,38.87,3969.09 kWh
BLD-2009-OC,Industrial,Cairo,*Heliopolis46,FRIday,High,High,21030m2,2022-09-25,38.96,5136.69 kWh
BLD-2010-PO,Commercial,Cairo,New Cairo@60,SaturDay,High,Low,41401m2,2024-12-31,47.46,5162.33 kWh
BLD-2011-UJ,Industrial,Cairo,Maadi,SunDay,Low,High,6279m2,2020-10-12,34.05,3810.09 kWh
BLD-2012-ZI,Industrial,Alexandria,@8Gleem,SATURDAY,Low,Medium,31963,2024-12-31,46.15,4400.48 kWh
BLD-2013-SB,Commercial,Giza,Mohandessin@14,Tuesday,High,High,29187,2023-07-19,37.37,4991.64 kWh
BLD-2014-LQ,Industrial,Giza,)Dokki14,SunDay,High,Medium,13990m2,2021-05-29,45.09,4474.98 kWh
BLD-2015-CJ,Residential,Alexandria,$77Smouha,FRIDAY,Low,High,8157m2,2021-05-09,26.98,2668.06 kWh
BLD-2016-OO,Industrial,Alexandria,Smouha,wednESDAY,High,Medium,27165m2,2021-11-22,37.52,4987.52 kWh
BLD-2017-BB,,,Gleem+52,SaturDay,Medium,High,5819,2023-05-17,32.41,4039.98 kWh
BLD-2018-LJ,Residential,,!Dokki81,TUESDAY,High,High,6155m2,2022-09-14,29.11,3388.29 kWh
BLD-2019-CU,Commercial,Alexandria,%Gleem24,SUNDAY,Medium,Low,33233m2,2020-09-03,36.67,4068.94 kWh
BLD-2020-CT,Industrial,Alexandria,Smouha@39,Saturday,Medium,Low,24762,2021-12-30,39.04,4379.87 kWh
BLD-2021-TQ,Commercial,,(Gleem42,SaTurday,High,High,25925m2,2024-10-15,37.46,4921.73 kWh
BLD-2022-MO,Industrial,Alexandria,Gleem$16,SATURDAY,Low,Low,42729,2024-01-30,41.14,5116.9 kWh
BLD-2023-SR,,Giza,+56Mohandessin,SaturDay,High,Medium,18150m2,2024-12-31,-2.13,4656.29 kWh
BLD-2024-ZX,Industrial,Cairo,+13New Cairo,saturday,Medium,Medium,42767m2,2024-06-04,50.0,5508.64 kWh
BLD-2025-BO,Residential,Giza,%Dokki24,MonDay,High,Low,35650,2023-01-30,37.57,4205.35 kWh
BLD-2026-ZS,Residential,Giza,Mohandessin=63,SunDay,Low,Medium,40486m2,2020-03-30,36.21,4275.65 kWh
BLD-2027-UG,Commercial,,@69Maadi,SaturDay,Low,Low,44253m2,2021-08-05,,4491.97 kWh
BLD-2028-KT,Commercial,Cairo,New Cairo,friDAY,Low,Medium,27582,2022-02-02,,3999.14 kWh
BLD-2029-PQ,Commercial,Alexandria,Smouha,sunDAY,Low,High,21162m2,2022-09-03,28.24,3758.95 kWh
BLD-2030-EB,Industrial,Alexandria,#Gleem31,SUNDAY,Medium,Medium,27708m2,2024-06-15,38.0,4779.08 kWh
BLD-2031-OD,Residential,,Gleem,FriDay,Low,High,44539m2,2021-11-21,30.56,4603.83 kWh
BLD-2032-ZK,Commercial,Giza,$Dokki7,THURSDAY,High,High,49354,2024-12-31,48.78,6042.56 kWh
BLD-2033-WC,Commercial,Alexandria,_44Smouha,Saturday,Low,Low,19926m2,2020-11-09,34.21,3509.64 kWh
BLD-2034-QU,Residential,Giza,*Dokki30,SUNDAY,Low,Medium,28070m2,2022-04-18,29.68,3598.87 kWh
BLD-2035-FB,Commercial,Alexandria,-84Gleem,Sunday,Low,High,22797m2,2022-11-24,41.44,4003.54 kWh
BLD-2036-HW,Residential,Alexandria,$Smouha87,WeDnesday,Low,Medium,45412m2,2022-07-29,30.02,4193.36 kWh
BLD-2037-OO,Industrial,Alexandria,Smouha,sunday,Low,Low,29331,2022-12-13,27.18,3908 kWh
BLD-2038-QQ,,Alexandria,#Gleem84,SaturDay,Low,High,2743,2020-01-01,25.48,2405.34 kWh
BLD-2039-TF,Commercial,Alexandria,Smouha@32,Friday,Medium,High,45772m2,2023-03-10,49.02,5611.18 kWh
BLD-2040-LL,Residential,,+New Cairo92,saturday,High,High,39327m2,2023-05-05,46.8,4789.37 kWh
BLD-2041-JM,Residential,Alexandria,_Gleem38,saturDAY,High,High,11546m2,2022-10-23,31.28,3840.2 kWh
BLD-2042-NY,Residential,Alexandria,&Smouha41,WeDnesday,Medium,High,39390,2022-11-24,44.75,4897.66 kWh
BLD-2043-KV,Residential,,Gleem,SUNDAY,High,Low,38141,2023-11-15,36.82,4428.85 kWh
BLD-2044-TB,Residential,Cairo,%77New Cairo,sunday,Medium,Medium,36642,2021-02-02,35.27,4276.25 kWh
BLD-2045-ZU,Residential,Giza,Dokki,Sunday,High,High,5444m2,2020-08-27,35.26,3506.64 kWh
BLD-2046-UK,Industrial,Giza,Mohandessin$78,FriDay,Low,Medium,40885,2022-06-04,,5172.77 kWh
BLD-2047-CK,Residential,,Dokki,FRIday,Medium,Low,11985,2023-04-05,20.0,2731.87 kWh
BLD-2048-DR,Residential,Cairo,New Cairo(99,sunDAY,Medium,Medium,16582m2,2020-04-18,35.8,3163.44 kWh
BLD-2049-VM,Residential,Cairo,New Cairo^39,friDAY,High,High,19422m2,2021-09-12,41.47,4149.12 kWh
BLD-2050-JI,Residential,Giza,Mohandessin$9,saturday,Low,Low,24210,2022-08-07,26.32,3160.27 kWh
BLD-2051-XV,Residential,Cairo,^Maadi53,tuesday,Low,High,34256,2021-08-08,,4294.59 kWh
BLD-2052-TE,Commercial,Cairo,Maadi^23,THURSDAY,High,High,29873m2,2023-09-14,44.46,5275.92 kWh
BLD-2053-KC,Residential,,_73Maadi,saturDAY,Medium,High,7924,2023-05-25,29.77,3072.63 kWh
BLD-2054-SV,Industrial,Cairo,=17Heliopolis,monDAY,Medium,Low,7070,2021-01-09,29.57,3629.61 kWh
BLD-2055-EL,Industrial,Giza,(Dokki54,SuNday,Low,High,36496m2,2024-11-19,37.6,5014.79 kWh
BLD-2056-JU,Residential,Alexandria,-76Gleem,saturDAY,High,Low,9655m2,2020-01-01,28.02,2998.47 kWh
BLD-2057-WV,Commercial,Alexandria,@88Gleem,SUNDAY,Medium,Medium,40452m2,2022-02-26,45.7,4983.43 kWh
BLD-2058-ME,,Cairo,New Cairo(79,WednesDay,Medium,Medium,40542m2,2021-08-11,,4707.07 kWh
BLD-2059-TW,,Giza,)Mohandessin23,SUNDAY,High,Low,11498m2,2020-01-02,25.69,2872.05 kWh
BLD-2060-CJ,Residential,Alexandria,*Gleem53,Sunday,Low,High,1306m2,2021-07-02,-4.68,2351.97 kWh
BLD-2061-RM,,,Smouha,Thursday,Medium,Low,46494m2,2024-12-31,28.71,5161.94 kWh
BLD-2062-UZ,Residential,Cairo,Maadi,sunday,High,Medium,21408,2024-01-28,36.8,3562.43 kWh
BLD-2063-KE,Residential,Alexandria,+Gleem36,WEDNESDAY,Low,High,1636,2021-11-10,20.0,2725.89 kWh
BLD-2064-VW,Commercial,Giza,=Mohandessin8,SATURDAY,Low,High,48114m2,2024-07-25,41.04,5346.06 kWh
BLD-2065-XV,Industrial,Giza,_96Mohandessin,SuNday,High,High,28465m2,2021-09-27,38.25,5446 kWh
BLD-2066-QC,Industrial,Alexandria,+57Smouha,saturday,High,Low,18350m2,2022-01-30,32.07,4575.58 kWh
BLD-2067-UV,Industrial,Giza,=Dokki88,TuEsday,Medium,Medium,13088,2023-05-13,-1.31,4046.88 kWh
BLD-2068-NQ,Commercial,,_Smouha54,SunDay,Low,Medium,11553m2,2020-04-01,26.29,3039.52 kWh
BLD-2069-LA,Residential,Giza,&Mohandessin1,SUNDAY,Low,Low,38099,2021-04-06,34.93,3844 kWh
BLD-2070-LJ,Industrial,Alexandria,Smouha)14,SaTurday,Medium,High,5908m2,2022-06-17,34.76,4103.39 kWh
BLD-2071-FG,Industrial,Cairo,New Cairo)88,sunDAY,High,High,17868,2024-12-31,40.95,4721.39 kWh
BLD-2072-KY,Commercial,,$Mohandessin56,monDAY,High,Medium,38141m2,2022-03-21,42.94,5334.33 kWh
BLD-2073-PG,Commercial,Cairo,$Maadi82,MONDAY,Low,High,26715m2,2022-01-17,31.72,4510.2 kWh
BLD-2074-HE,Industrial,Cairo,#Maadi62,WednesDay,High,Low,14218m2,2022-09-20,38.88,4009.8 kWh
BLD-2075-EC,Commercial,Cairo,New Cairo^56,FRIDAY,Medium,Medium,9405m2,2023-01-13,,3375.06 kWh
BLD-2076-JZ,Residential,Alexandria,^Gleem12,thursDAY,High,High,26158m2,2024-03-23,-1.5,4618.77 kWh
BLD-2077-DQ,Industrial,Alexandria,Gleem$4,Wednesday,Medium,Low,38856m2,2022-08-13,38.22,4939.07 kWh
BLD-2078-YR,Residential,,=Smouha70,Saturday,Low,High,17982m2,2020-04-08,35.6,3112.64 kWh
BLD-2079-XQ,Commercial,Cairo,$Maadi95,WednesDay,Low,Medium,40337m2,2022-12-03,41.95,4612.04 kWh
BLD-2080-BV,Residential,Alexandria,=Smouha66,TuesDay,Low,High,28461m2,2020-11-09,32.65,3980.9 kWh
BLD-2081-KY,Industrial,,Dokki+9,MonDay,Low,Low,36836,2021-11-19,35.08,4374.35 kWh
BLD-2082-TE,Industrial,Giza,^43Mohandessin,FRIday,Low,Medium,20517m2,2020-11-09,33.2,4050.8 kWh
BLD-2083-TM,Industrial,Alexandria,Gleem+78,Friday,Medium,Medium,47042m2,2022-12-08,50.0,5900.32 kWh
BLD-2084-EF,Residential,Cairo,=Heliopolis95,Wednesday,Medium,Low,31487m2,2020-01-01,34.16,3694.52 kWh
BLD-2085-FW,,Giza,Dokki,Sunday,High,Low,33413m2,2024-12-31,40.31,4652.65 kWh
BLD-2086-YT,Industrial,Giza,Dokki,Monday,High,High,19750m2,2024-12-31,45.26,5016.11 kWh
BLD-2087-ZF,Industrial,,)6Smouha,sunDAY,Low,Low,9684,2023-02-06,30.01,3127.82 kWh
BLD-2088-XO,Industrial,Alexandria,Smouha,SunDay,High,High,21087m2,2024-11-17,40.47,5179.49 kWh
BLD-2089-BN,Commercial,Cairo,*20New Cairo,ThursDay,Medium,Medium,19940m2,2023-05-28,33.46,4001.96 kWh
BLD-2090-LV,Residential,,Gleem@0,monday,Low,Low,31178,2023-09-08,30.62,3451.58 kWh
BLD-2091-XH,Residential,Alexandria,Gleem)82,SuNday,High,Low,33642,2020-01-01,34.03,3977.63 kWh
BLD-2092-OT,Residential,,#Heliopolis65,WednesDay,High,Low,34160,2024-01-16,36.56,3830.68 kWh
BLD-2093-JY,,Giza,Mohandessin,Saturday,High,High,2091m2,2024-11-10,36.12,4250.29 kWh
BLD-2094-XZ,Industrial,Cairo,*6New Cairo,SATURDAY,Low,Low,30211,2023-08-27,38.48,4137.66 kWh
BLD-2095-OH,Commercial,Giza,(Dokki50,Saturday,High,Low,1161m2,2022-04-21,27.85,3010.81 kWh
BLD-2096-RH,Residential,,Dokki-71,Sunday,Medium,Medium,37943m2,2024-10-31,36.23,4248.49 kWh
BLD-2097-JZ,Commercial,Giza,_Mohandessin91,SunDay,Low,Medium,1558,2021-04-18,20.0,2843.6 kWh
BLD-2098-ZP,Industrial,Alexandria,*23Smouha,saturday,Medium,Low,2145,2023-09-14,34.43,3348.39 kWh
BLD-2099-GL,Residential,Cairo,-New Cairo52,friDAY,High,Medium,42414,2020-12-09,40.37,4722.59 kWh
